"","from","to","Carrier","Departures","Seats","Passengers","Aircraft","Distance"
"418","HHH","CLT","Piedmont Airlines",173,6401,3243,483,207
"419","HHH","CLT","Piedmont Airlines",1,50,21,484,207
"420","HHH","DCA","Piedmont Airlines",6,222,128,483,501
"421","HPN","DCA","Piedmont Airlines",26,962,464,483,234
"422","HPN","PHL","Piedmont Airlines",121,4477,2873,483,116
"423","HPN","PHL","Piedmont Airlines",4,200,70,484,116
"424","HTS","CLT","Piedmont Airlines",29,1073,653,483,235
"425","HTS","CLT","Piedmont Airlines",75,3750,1937,484,235
"426","HVN","PHL","Piedmont Airlines",115,4255,3384,483,157
"427","HVN","PHL","Piedmont Airlines",2,100,40,484,157
"428","IAD","CLT","Piedmont Airlines",4,148,76,483,321
"429","IAD","LGA","Piedmont Airlines",78,2886,1474,483,229
"430","IAD","MDT","Piedmont Airlines",1,37,5,483,94
"431","ILM","CLT","Piedmont Airlines",3,111,97,483,185
"432","ILM","CLT","Piedmont Airlines",1,50,45,484,185
"433","IPT","PHL","Piedmont Airlines",82,3034,1855,483,129
"434","IPT","PHL","Piedmont Airlines",1,50,36,484,129
"435","ISP","HPN","Piedmont Airlines",1,37,16,483,37
"436","ISP","PHL","Piedmont Airlines",18,666,544,483,130
"437","ISP","PHL","Piedmont Airlines",39,1950,1334,484,130
"438","ITH","LGA","Piedmont Airlines",52,1924,1057,483,178
"439","ITH","LGA","Piedmont Airlines",1,50,5,484,178
"440","ITH","PHL","Piedmont Airlines",73,2701,2316,483,192
"441","ITH","PHL","Piedmont Airlines",35,1750,1186,484,192
"442","LGA","ALB","Piedmont Airlines",51,1887,911,483,136
"443","LGA","BDL","Piedmont Airlines",55,2035,538,483,101
"444","LGA","BGR","Piedmont Airlines",36,1332,802,483,378
"445","LGA","BTV","Piedmont Airlines",89,3293,1979,483,258
"446","LGA","BTV","Piedmont Airlines",1,50,19,484,258
"447","LGA","BUF","Piedmont Airlines",44,1628,1058,483,292
"448","LGA","BWI","Piedmont Airlines",119,4403,2374,483,185
"449","LGA","CHO","Piedmont Airlines",54,1998,1167,483,305
"450","LGA","IAD","Piedmont Airlines",77,2849,1469,483,229
"451","LGA","ITH","Piedmont Airlines",56,2072,800,483,178
"452","LGA","MDT","Piedmont Airlines",53,1961,459,483,157
"453","LGA","MHT","Piedmont Airlines",77,2849,1407,483,195
"454","LGA","MHT","Piedmont Airlines",1,50,9,484,195
"455","LGA","ORF","Piedmont Airlines",52,1924,1162,483,296
"456","LGA","ORF","Piedmont Airlines",1,50,24,484,296
"457","LGA","PHL","Piedmont Airlines",320,11840,7110,483,96
"458","LGA","PHL","Piedmont Airlines",10,500,355,484,96
"459","LGA","PVD","Piedmont Airlines",52,1924,717,483,143
"460","LGA","PWM","Piedmont Airlines",56,2072,1417,483,270
"461","LGA","ROA","Piedmont Airlines",52,1924,977,483,405
"462","LGA","ROC","Piedmont Airlines",73,2701,2176,483,254
"463","LGA","ROC","Piedmont Airlines",1,50,33,484,254
"464","LGA","SBY","Piedmont Airlines",1,37,13,483,190
"465","LGA","SYR","Piedmont Airlines",90,3330,2347,483,198
"466","LYH","CLT","Piedmont Airlines",19,703,529,483,175
"467","LYH","CLT","Piedmont Airlines",123,6150,4373,484,175
"468","MDT","BOS","Piedmont Airlines",23,851,349,483,335
"469","MDT","ELM","Piedmont Airlines",1,37,25,483,136
"470","MDT","LGA","Piedmont Airlines",53,1961,383,483,157
"471","MDT","PHL","Piedmont Airlines",211,7807,4142,483,83
"472","MDT","PHL","Piedmont Airlines",18,900,534,484,83
"473","MHT","LGA","Piedmont Airlines",77,2849,1167,483,195
"474","MHT","LGA","Piedmont Airlines",1,50,26,484,195
"475","MHT","PHL","Piedmont Airlines",4,148,49,483,290
"476","OAJ","CLT","Piedmont Airlines",5,185,128,483,191
"477","OAJ","CLT","Piedmont Airlines",8,400,238,484,191
"478","ORF","LGA","Piedmont Airlines",28,1036,623,483,296
"479","ORF","LGA","Piedmont Airlines",1,50,16,484,296
"480","ORF","PHL","Piedmont Airlines",48,1776,981,483,211
"481","ORF","PHL","Piedmont Airlines",4,200,124,484,211
"482","PGV","CLT","Piedmont Airlines",7,259,148,483,203
"483","PGV","CLT","Piedmont Airlines",21,1050,748,484,203
"484","PHF","CLT","Piedmont Airlines",5,185,130,483,282
"485","PHF","CLT","Piedmont Airlines",18,900,465,484,282
"486","PHF","PHL","Piedmont Airlines",107,3959,2559,483,200
"487","PHF","PHL","Piedmont Airlines",25,1250,613,484,200
"488","PHL","ABE","Piedmont Airlines",24,888,540,483,55
"489","PHL","ABE","Piedmont Airlines",44,2200,1298,484,55
"490","PHL","ALB","Piedmont Airlines",23,851,620,483,212
"491","PHL","AVP","Piedmont Airlines",73,2701,1966,483,105
"492","PHL","AVP","Piedmont Airlines",1,50,34,484,105
"493","PHL","BGM","Piedmont Airlines",41,1517,839,483,165
"494","PHL","BTV","Piedmont Airlines",1,37,33,483,336
"495","PHL","BUF","Piedmont Airlines",22,814,577,483,279
"496","PHL","BWI","Piedmont Airlines",44,1628,1167,483,90
"497","PHL","BWI","Piedmont Airlines",32,1600,1064,484,90
"498","PHL","CHO","Piedmont Airlines",56,2072,949,483,210
"499","PHL","CHO","Piedmont Airlines",2,100,44,484,210
"500","PHL","CLT","Piedmont Airlines",1,50,2,484,448
"501","PHL","DCA","Piedmont Airlines",16,592,321,483,119
"502","PHL","ELM","Piedmont Airlines",61,2257,1733,483,180
"503","PHL","ELM","Piedmont Airlines",3,150,106,484,180
"504","PHL","ERI","Piedmont Airlines",74,2738,1887,483,300
"505","PHL","ERI","Piedmont Airlines",16,800,605,484,300
"506","PHL","EWR","Piedmont Airlines",33,1221,879,483,81
"507","PHL","EWR","Piedmont Airlines",99,4950,3876,484,81
"508","PHL","HPN","Piedmont Airlines",119,4403,2877,483,116
"509","PHL","HPN","Piedmont Airlines",4,200,89,484,116
"510","PHL","HVN","Piedmont Airlines",113,4181,3091,483,157
"511","PHL","HVN","Piedmont Airlines",2,100,86,484,157
"512","PHL","IPT","Piedmont Airlines",81,2997,1690,483,129
"513","PHL","IPT","Piedmont Airlines",1,50,9,484,129
"514","PHL","ISP","Piedmont Airlines",20,740,585,483,130
"515","PHL","ISP","Piedmont Airlines",39,1950,1485,484,130
"516","PHL","ITH","Piedmont Airlines",68,2516,1725,483,192
"517","PHL","ITH","Piedmont Airlines",35,1750,1118,484,192
"518","PHL","LGA","Piedmont Airlines",344,12728,7750,483,96
"519","PHL","LGA","Piedmont Airlines",8,400,302,484,96
"520","PHL","MDT","Piedmont Airlines",204,7548,4311,483,83
"521","PHL","MDT","Piedmont Airlines",16,800,473,484,83
"522","PHL","MHT","Piedmont Airlines",4,148,65,483,290
"523","PHL","ORF","Piedmont Airlines",29,1073,598,483,211
"524","PHL","ORF","Piedmont Airlines",4,200,117,484,211
"525","PHL","PHF","Piedmont Airlines",98,3626,1848,483,200
"526","PHL","PHF","Piedmont Airlines",35,1750,912,484,200
"527","PHL","PVD","Piedmont Airlines",1,37,12,483,238
"528","PHL","RIC","Piedmont Airlines",17,629,282,483,198
"529","PHL","RIC","Piedmont Airlines",7,350,103,484,198
"530","PHL","ROA","Piedmont Airlines",18,666,236,483,310
"531","PHL","ROA","Piedmont Airlines",47,2350,763,484,310
"532","PHL","ROC","Piedmont Airlines",65,2405,1491,483,257
"533","PHL","ROC","Piedmont Airlines",2,100,76,484,257
"534","PHL","SBY","Piedmont Airlines",106,3922,2424,483,106
"535","PHL","SBY","Piedmont Airlines",10,500,263,484,106
"536","PHL","SCE","Piedmont Airlines",66,2442,1451,483,153
"537","PHL","SCE","Piedmont Airlines",4,200,104,484,153
"538","PHL","SWF","Piedmont Airlines",55,2035,1597,483,128
"539","PHL","SWF","Piedmont Airlines",3,150,85,484,128
"540","PHL","SYR","Piedmont Airlines",40,1480,881,483,228
"541","PHL","SYR","Piedmont Airlines",2,100,65,484,228
"542","PVD","LGA","Piedmont Airlines",49,1813,495,483,143
"543","PVD","PHL","Piedmont Airlines",5,185,62,483,238
"544","PWM","LGA","Piedmont Airlines",56,2072,1250,483,270
"545","RIC","PHL","Piedmont Airlines",17,629,404,483,198
"546","RIC","PHL","Piedmont Airlines",7,350,216,484,198
"547","ROA","CLT","Piedmont Airlines",10,370,316,483,155
"548","ROA","CLT","Piedmont Airlines",59,2950,2381,484,155
"549","ROA","LGA","Piedmont Airlines",55,2035,1022,483,405
"550","ROA","PHL","Piedmont Airlines",38,1406,684,483,310
"551","ROA","PHL","Piedmont Airlines",34,1700,946,484,310
"552","ROC","DCA","Piedmont Airlines",4,148,102,483,296
"553","ROC","LGA","Piedmont Airlines",91,3367,2250,483,254
"554","ROC","LGA","Piedmont Airlines",2,100,57,484,254
"555","ROC","PHL","Piedmont Airlines",44,1628,1272,483,257
"556","ROC","PHL","Piedmont Airlines",2,100,97,484,257
"557","SAV","CLT","Piedmont Airlines",1,37,7,483,213
"558","SBY","CLT","Piedmont Airlines",14,518,376,483,370
"559","SBY","CLT","Piedmont Airlines",57,2850,2249,484,370
"560","SBY","PHL","Piedmont Airlines",113,4181,2468,483,106
"561","SBY","PHL","Piedmont Airlines",5,250,110,484,106
"562","SCE","PHL","Piedmont Airlines",67,2479,1687,483,153
"563","SCE","PHL","Piedmont Airlines",4,200,106,484,153
"564","SWF","PHL","Piedmont Airlines",55,2035,1347,483,128
"565","SWF","PHL","Piedmont Airlines",3,150,65,484,128
"566","SYR","DCA","Piedmont Airlines",4,148,89,483,298
"567","SYR","LGA","Piedmont Airlines",90,3330,2045,483,198
"568","SYR","PHL","Piedmont Airlines",41,1517,1186,483,228
"569","SYR","PHL","Piedmont Airlines",2,100,73,484,228
"570","TRI","CLT","Piedmont Airlines",15,555,317,483,120
"571","TRI","CLT","Piedmont Airlines",69,3450,2171,484,120
"572","TYS","CLT","Piedmont Airlines",4,148,101,483,177
"573","BFD","CLE","Gulfstream Int",26,494,188,405,168
"574","BFD","JHW","Gulfstream Int",48,912,251,405,40
"575","CLE","BFD","Gulfstream Int",19,361,199,405,168
"576","CLE","DUJ","Gulfstream Int",55,1045,314,405,154
"577","CLE","FKL","Gulfstream Int",44,836,221,405,103
"578","CLE","JHW","Gulfstream Int",55,1045,429,405,143
"579","CLE","LWB","Gulfstream Int",6,114,8,405,257
"580","CLE","PKB","Gulfstream Int",96,1824,567,405,144
"581","DUJ","BFD","Gulfstream Int",3,57,1,405,45
"582","DUJ","CLE","Gulfstream Int",54,1026,323,405,154
"583","DUJ","FKL","Gulfstream Int",45,855,220,405,52
"584","EYW","FLL","Gulfstream Int",100,1900,934,405,145
"585","EYW","TPA","Gulfstream Int",130,2470,1359,405,240
"586","FKL","CLE","Gulfstream Int",45,855,280,405,103
"587","FKL","DUJ","Gulfstream Int",45,855,157,405,52
"588","FLL","EYW","Gulfstream Int",105,1995,1158,405,145
"589","FLL","PBI","Gulfstream Int",1,19,5,405,42
"590","FLL","TLH","Gulfstream Int",45,855,340,405,393
"591","FLL","TPA","Gulfstream Int",30,570,254,405,197
"592","JHW","BFD","Gulfstream Int",52,988,242,405,40
"593","JHW","CLE","Gulfstream Int",49,931,430,405,143
"594","JHW","DUJ","Gulfstream Int",1,19,1,405,70
"595","JHW","FKL","Gulfstream Int",1,19,8,405,62
"596","LWB","CLE","Gulfstream Int",6,114,13,405,257
"597","MCO","MIA","Gulfstream Int",132,2508,1594,405,193
"598","MCO","PNS","Gulfstream Int",74,1406,595,405,380
"599","MCO","TLH","Gulfstream Int",57,1083,204,405,227
"600","MCO","TPA","Gulfstream Int",1,19,2,405,80
"601","MIA","MCO","Gulfstream Int",134,2546,1684,405,193
"602","MIA","TPA","Gulfstream Int",117,2223,931,405,204
"603","PBI","FLL","Gulfstream Int",5,95,3,405,42
"604","PBI","MCO","Gulfstream Int",1,19,4,405,142
"605","PBI","TLH","Gulfstream Int",37,703,192,405,364
"606","PKB","CLE","Gulfstream Int",96,1824,561,405,144
"607","PNS","MCO","Gulfstream Int",73,1387,749,405,380
"608","PNS","TPA","Gulfstream Int",90,1710,848,405,330
"609","TLH","FLL","Gulfstream Int",46,874,384,405,393
"610","TLH","MCO","Gulfstream Int",55,1045,309,405,227
"611","TLH","PBI","Gulfstream Int",38,722,170,405,364
"612","TLH","TPA","Gulfstream Int",85,1615,714,405,200
"613","TPA","EYW","Gulfstream Int",126,2394,1582,405,240
"614","TPA","FLL","Gulfstream Int",33,627,277,405,197
"615","TPA","MCO","Gulfstream Int",3,57,15,405,80
"616","TPA","MIA","Gulfstream Int",119,2261,1269,405,204
"617","TPA","PNS","Gulfstream Int",90,1710,700,405,330
"618","TPA","TLH","Gulfstream Int",85,1615,653,405,200
"619","ABE","EWR","Colgan Air",2,148,47,482,67
"620","ABE","IAD","Colgan Air",121,4114,2626,456,160
"621","ACT","IAH","Colgan Air",99,3366,1294,456,159
"622","AEX","IAH","Colgan Air",78,2652,1575,456,190
"623","ALB","BOS","Colgan Air",47,1598,370,456,145
"624","ALB","EWR","Colgan Air",56,4144,2353,482,143
"625","ALB","MHT","Colgan Air",1,34,2,456,121
"626","AOO","IAD","Colgan Air",20,680,96,456,104
"627","AOO","JST","Colgan Air",49,1666,451,456,27
"628","BDL","EWR","Colgan Air",1,74,27,482,115
"629","BGM","IAD","Colgan Air",114,3876,2355,456,238
"630","BGR","BOS","Colgan Air",1,34,6,456,201
"631","BHB","BOS","Colgan Air",68,2312,351,456,196
"632","BHB","PQI","Colgan Air",1,34,24,456,155
"633","BKW","IAD","Colgan Air",19,646,122,456,215
"634","BKW","SHD","Colgan Air",21,714,53,456,126
"635","BOS","ALB","Colgan Air",49,1666,557,456,145
"636","BOS","BDL","Colgan Air",1,74,27,482,91
"637","BOS","BGR","Colgan Air",1,34,2,456,201
"638","BOS","BHB","Colgan Air",69,2346,444,456,196
"639","BOS","EWR","Colgan Air",69,5106,3772,482,200
"640","BOS","PBG","Colgan Air",80,2720,1152,456,201
"641","BOS","PQI","Colgan Air",77,2618,1195,456,332
"642","BOS","SYR","Colgan Air",79,2686,1135,456,264
"643","BPT","IAH","Colgan Air",126,4284,1049,456,79
"644","BTV","EWR","Colgan Air",38,2812,1759,482,266
"645","BUF","ABE","Colgan Air",1,74,40,482,232
"646","BUF","CLE","Colgan Air",12,888,344,482,192
"647","BUF","EWR","Colgan Air",117,8658,5645,482,282
"648","BWI","CLE","Colgan Air",79,5846,3902,482,314
"649","BWI","EWR","Colgan Air",30,2220,1208,482,169
"650","CHO","IAD","Colgan Air",120,4080,2854,456,77
"651","CKB","IAD","Colgan Air",30,1020,600,456,151
"652","CKB","MGW","Colgan Air",48,1632,842,456,29
"653","CLE","BUF","Colgan Air",11,814,528,482,192
"654","CLE","BWI","Colgan Air",80,5920,3686,482,314
"655","CLE","ORD","Colgan Air",116,8584,5975,482,316
"656","CLE","RDU","Colgan Air",16,1184,837,482,416
"657","CLL","IAH","Colgan Air",180,6120,2864,456,74
"658","CMH","EWR","Colgan Air",50,3700,2256,482,462
"659","CRW","DCA","Colgan Air",77,2618,1347,456,249
"660","CRW","IAD","Colgan Air",112,3808,2049,456,227
"661","DCA","CRW","Colgan Air",79,2686,1108,456,249
"662","DCA","EWR","Colgan Air",54,3996,1765,482,199
"663","DRT","IAH","Colgan Air",58,1972,1003,456,342
"664","EWR","ALB","Colgan Air",57,4218,2128,482,143
"665","EWR","BOS","Colgan Air",68,5032,3222,482,200
"666","EWR","BTV","Colgan Air",39,2886,1994,482,266
"667","EWR","BUF","Colgan Air",120,8880,5295,482,282
"668","EWR","BWI","Colgan Air",30,2220,882,482,169
"669","EWR","CMH","Colgan Air",51,3774,2162,482,462
"670","EWR","DCA","Colgan Air",54,3996,1747,482,199
"671","EWR","IAD","Colgan Air",31,2294,1114,482,213
"672","EWR","MYR","Colgan Air",25,1850,1031,482,550
"673","EWR","ORF","Colgan Air",86,6364,3256,482,284
"674","EWR","PHL","Colgan Air",1,74,54,482,81
"675","EWR","PIT","Colgan Air",113,8362,5765,482,319
"676","EWR","PWM","Colgan Air",105,7770,5162,482,284
"677","EWR","RDU","Colgan Air",144,10656,7513,482,416
"678","EWR","ROC","Colgan Air",62,4588,2346,482,246
"679","EWR","SYR","Colgan Air",28,2072,1041,482,194
"680","GRK","IAH","Colgan Air",137,4658,2790,456,166
"681","HPN","IAD","Colgan Air",88,2992,1747,456,247
"682","IAD","ABE","Colgan Air",123,4182,2807,456,160
"683","IAD","ABE","Colgan Air",1,74,7,482,160
"684","IAD","AOO","Colgan Air",29,986,380,456,104
"685","IAD","BGM","Colgan Air",116,3944,2313,456,238
"686","IAD","BKW","Colgan Air",18,612,96,456,215
"687","IAD","CHO","Colgan Air",118,4012,2461,456,77
"688","IAD","CKB","Colgan Air",19,646,150,456,151
"689","IAD","CRW","Colgan Air",114,3876,1944,456,227
"690","IAD","EWR","Colgan Air",31,2294,759,482,213
"691","IAD","HPN","Colgan Air",89,3026,1910,456,247
"692","IAD","JST","Colgan Air",50,1700,650,456,120
"693","IAD","MGW","Colgan Air",61,2074,1275,456,140
"694","IAD","SCE","Colgan Air",121,4114,2379,456,133
"695","IAD","SHD","Colgan Air",80,2720,1155,456,91
"696","IAH","ACT","Colgan Air",102,3468,1091,456,159
"697","IAH","AEX","Colgan Air",79,2686,1551,456,190
"698","IAH","BPT","Colgan Air",127,4318,1152,456,79
"699","IAH","CLL","Colgan Air",179,6086,2332,456,74
"700","IAH","DRT","Colgan Air",59,2006,996,456,342
"701","IAH","GRK","Colgan Air",138,4692,3320,456,166
"702","IAH","LCH","Colgan Air",157,5338,3016,456,127
"703","IAH","LFT","Colgan Air",50,1700,907,456,201
"704","IAH","MAF","Colgan Air",1,34,6,456,429
"705","IAH","MLU","Colgan Air",105,3570,1588,456,262
"706","IAH","SHV","Colgan Air",150,5100,2199,456,192
"707","IAH","TYR","Colgan Air",132,4488,1851,456,163
"708","IAH","VCT","Colgan Air",57,1938,379,456,123
"709","JST","AOO","Colgan Air",40,1360,193,456,27
"710","JST","IAD","Colgan Air",57,1938,839,456,120
"711","LCH","IAH","Colgan Air",157,5338,2654,456,127
"712","LFT","IAH","Colgan Air",50,1700,1096,456,201
"713","MAF","IAH","Colgan Air",1,34,2,456,429
"714","MGW","CKB","Colgan Air",60,2040,709,456,29
"715","MGW","IAD","Colgan Air",48,1632,965,456,140
"716","MHT","BOS","Colgan Air",1,34,2,456,45
"717","MLU","IAH","Colgan Air",104,3536,1805,456,262
"718","MYR","EWR","Colgan Air",24,1776,1063,482,550
"719","ORD","CLE","Colgan Air",116,8584,5547,482,316
"720","ORF","EWR","Colgan Air",86,6364,3490,482,284
"721","PBG","ALB","Colgan Air",1,34,17,456,133
"722","PBG","BOS","Colgan Air",80,2720,1175,456,201
"723","PHL","RDU","Colgan Air",1,74,54,482,336
"724","PIT","EWR","Colgan Air",111,8214,5312,482,319
"725","PQI","BHB","Colgan Air",1,34,11,456,155
"726","PQI","BOS","Colgan Air",76,2584,1140,456,332
"727","PWM","EWR","Colgan Air",105,7770,5071,482,284
"728","RDU","CLE","Colgan Air",16,1184,907,482,416
"729","RDU","EWR","Colgan Air",146,10804,8610,482,416
"730","ROC","EWR","Colgan Air",63,4662,2877,482,246
"731","SCE","IAD","Colgan Air",121,4114,2823,456,133
"732","SHD","BKW","Colgan Air",22,748,58,456,126
"733","SHD","IAD","Colgan Air",77,2618,1075,456,91
"734","SHV","IAH","Colgan Air",148,5032,2277,456,192
"735","SYR","BOS","Colgan Air",78,2652,1197,456,264
"736","SYR","EWR","Colgan Air",27,1998,1290,482,194
"737","TYR","IAH","Colgan Air",132,4488,1790,456,163
"738","VCT","IAH","Colgan Air",57,1938,364,456,123
"739","BDL","PIT","Trans States Airlines",72,3600,2427,675,406
"740","BNA","IAD","Trans States Airlines",35,1750,1457,675,542
"741","BOS","IAD","Trans States Airlines",5,250,222,675,413
"742","BTV","IAD","Trans States Airlines",10,500,432,675,442
"743","BTV","ORD","Trans States Airlines",12,600,561,675,763
"744","CHS","IAD","Trans States Airlines",42,2100,1251,675,441
"745","CID","ORD","Trans States Airlines",32,1600,1209,675,196
"746","CLE","IAD","Trans States Airlines",19,950,617,675,288
"747","CLE","ORD","Trans States Airlines",2,100,37,675,316
"748","CMH","IAD","Trans States Airlines",11,550,434,675,299
"749","CMH","ORD","Trans States Airlines",12,600,514,675,296
"750","CVG","IAD","Trans States Airlines",15,750,342,675,388
"751","CVG","ORD","Trans States Airlines",51,2550,1199,675,264
"752","DAY","IAD","Trans States Airlines",25,1250,806,675,368
"753","DAY","ORD","Trans States Airlines",34,1700,1163,675,240
"754","DAY","STL","Trans States Airlines",1,50,38,675,338
"755","DTW","IAD","Trans States Airlines",23,1150,828,675,383
"756","DTW","ORD","Trans States Airlines",1,50,50,675,235
"757","EWR","IAD","Trans States Airlines",101,5050,3831,675,213
"758","GSO","IAD","Trans States Airlines",18,900,591,675,239
"759","GSO","ORD","Trans States Airlines",41,2050,1566,675,590
"760","GSP","IAD","Trans States Airlines",44,2200,1584,675,383
"761","GSP","ORD","Trans States Airlines",31,1550,1023,675,577
"762","IAD","ALB","Trans States Airlines",1,50,46,675,325
"763","IAD","BNA","Trans States Airlines",4,200,155,675,542
"764","IAD","BOS","Trans States Airlines",5,250,217,675,413
"765","IAD","BTV","Trans States Airlines",10,500,341,675,442
"766","IAD","CAE","Trans States Airlines",1,50,44,675,401
"767","IAD","CHS","Trans States Airlines",38,1900,1288,675,441
"768","IAD","CLE","Trans States Airlines",19,950,617,675,288
"769","IAD","CMH","Trans States Airlines",12,600,537,675,299
"770","IAD","CVG","Trans States Airlines",4,200,137,675,388
"771","IAD","DAY","Trans States Airlines",27,1350,1027,675,368
"772","IAD","DTW","Trans States Airlines",24,1200,797,675,383
"773","IAD","EWR","Trans States Airlines",100,5000,4132,675,213
"774","IAD","GSO","Trans States Airlines",43,2150,1373,675,239
"775","IAD","GSP","Trans States Airlines",44,2200,1509,675,383
"776","IAD","MDT","Trans States Airlines",117,5850,3997,675,94
"777","IAD","MHT","Trans States Airlines",15,750,630,675,418
"778","IAD","ORF","Trans States Airlines",2,100,92,675,157
"779","IAD","PHL","Trans States Airlines",119,5950,4769,675,134
"780","IAD","PIT","Trans States Airlines",4,200,139,675,183
"781","IAD","PVD","Trans States Airlines",2,100,67,675,372
"782","IAD","RIC","Trans States Airlines",118,5900,4482,675,99
"783","IAD","ROA","Trans States Airlines",4,200,135,675,177
"784","IAD","ROC","Trans States Airlines",11,550,302,675,289
"785","IAD","SAV","Trans States Airlines",29,1450,950,675,515
"786","IAD","STL","Trans States Airlines",111,5550,3832,675,696
"787","IAD","SYR","Trans States Airlines",23,1150,939,675,296
"788","MCI","ORD","Trans States Airlines",9,450,339,675,403
"789","MDT","IAD","Trans States Airlines",117,5850,4027,675,94
"790","MDT","ORD","Trans States Airlines",45,2250,1555,675,594
"791","MHT","IAD","Trans States Airlines",15,750,509,675,418
"792","MHT","ORD","Trans States Airlines",5,250,185,675,843
"793","MLI","ORD","Trans States Airlines",23,1150,813,675,139
"794","MSN","ORD","Trans States Airlines",17,850,666,675,109
"795","OKC","ORD","Trans States Airlines",25,1250,916,675,693
"796","OMA","ORD","Trans States Airlines",35,1750,1479,675,416
"797","ORD","BNA","Trans States Airlines",31,1550,1305,675,409
